step 0, validation loss: 10.9695
hellaswag: 274/1000 = 27.40%
step 0, loss: 10.967782, lr: 6.0000e-06, norm: 9.8172, dt: 13868.64ms, tokens_sec: 37803.84hz
step 18497, loss: 2.999794, lr: 1.2248e-04, norm: 0.2049, dt: 592.53ms, tokens_sec: 884829.09hz
step 18498, loss: 3.011283, lr: 1.2247e-04, norm: 0.2171, dt: 594.42ms, tokens_sec: 882014.03hz
step 18499, loss: 3.090337, lr: 1.2246e-04, norm: 0.2009, dt: 596.01ms, tokens_sec: 879662.79hz
step 18500, validation loss: 3.0508
step 18500, loss: 3.059772, lr: 1.2245e-04, norm: 0.1982, dt: 1758.02ms, tokens_sec: 298225.58hz
step 18501, loss: 3.026816, lr: 1.2245e-04, norm: 0.2148, dt: 599.84ms, tokens_sec: 874047.91hz
step 18502, loss: 3.040636, lr: 1.2244e-04, norm: 0.1930, dt: 589.55ms, tokens_sec: 889305.58hz
step 18503, loss: 3.005411, lr: 1.2243e-04, norm: 0.1869, dt: 596.14ms, tokens_sec: 879466.13hz
step 18504, loss: 3.012260, lr: 1.2242e-04, norm: 0.1822, dt: 591.07ms, tokens_sec: 887013.38hz
step 18505, loss: 3.038287, lr: 1.2241e-04, norm: 0.1971, dt: 595.78ms, tokens_sec: 880000.37hz
step 18506, loss: 2.994656, lr: 1.2240e-04, norm: 0.1934, dt: 597.23ms, tokens_sec: 877865.51hz
step 18507, loss: 3.034673, lr: 1.2239e-04, norm: 0.2015, dt: 599.19ms, tokens_sec: 874996.32hz
step 18508, loss: 2.982069, lr: 1.2239e-04, norm: 0.2293, dt: 595.36ms, tokens_sec: 880627.66hz
step 18509, loss: 3.038142, lr: 1.2238e-04, norm: 0.2092, dt: 597.49ms, tokens_sec: 877486.49hz
step 18510, loss: 3.058323, lr: 1.2237e-04, norm: 0.2027, dt: 596.30ms, tokens_sec: 879236.86hz
step 18511, loss: 3.026557, lr: 1.2236e-04, norm: 0.1871, dt: 594.41ms, tokens_sec: 882027.11hz
step 18512, loss: 3.025192, lr: 1.2235e-04, norm: 0.1883, dt: 599.21ms, tokens_sec: 874964.29hz
step 18513, loss: 3.009012, lr: 1.2234e-04, norm: 0.2144, dt: 593.85ms, tokens_sec: 882869.56hz
step 18514, loss: 2.936111, lr: 1.2234e-04, norm: 0.2082, dt: 595.03ms, tokens_sec: 881109.30hz
step 18515, loss: 2.984419, lr: 1.2233e-04, norm: 0.1883, dt: 594.66ms, tokens_sec: 881659.69hz
step 18516, loss: 2.966856, lr: 1.2232e-04, norm: 0.1950, dt: 597.09ms, tokens_sec: 878066.71hz
step 18517, loss: 2.945128, lr: 1.2231e-04, norm: 0.2224, dt: 595.83ms, tokens_sec: 879935.23hz
step 18518, loss: 2.976534, lr: 1.2230e-04, norm: 0.2061, dt: 594.54ms, tokens_sec: 881832.22hz
step 18519, loss: 2.974266, lr: 1.2229e-04, norm: 0.1791, dt: 600.16ms, tokens_sec: 873574.30hz
step 18520, loss: 2.969163, lr: 1.2229e-04, norm: 0.1893, dt: 599.45ms, tokens_sec: 874621.16hz
step 18521, loss: 2.977520, lr: 1.2228e-04, norm: 0.2046, dt: 595.86ms, tokens_sec: 879889.11hz
step 18522, loss: 3.013150, lr: 1.2227e-04, norm: 0.1923, dt: 595.29ms, tokens_sec: 880728.18hz
step 18523, loss: 2.927456, lr: 1.2226e-04, norm: 0.1787, dt: 594.20ms, tokens_sec: 882339.26hz
step 18524, loss: 2.935149, lr: 1.2225e-04, norm: 0.1883, dt: 593.97ms, tokens_sec: 882681.74hz
step 18525, loss: 2.968070, lr: 1.2225e-04, norm: 0.2052, dt: 598.15ms, tokens_sec: 876520.09hz
step 18526, loss: 3.049442, lr: 1.2224e-04, norm: 0.2053, dt: 596.14ms, tokens_sec: 879470.35hz
step 18527, loss: 3.070626, lr: 1.2223e-04, norm: 0.2317, dt: 595.71ms, tokens_sec: 880103.57hz
step 18528, loss: 3.022714, lr: 1.2222e-04, norm: 0.2040, dt: 597.55ms, tokens_sec: 877399.66hz
step 18529, loss: 3.059648, lr: 1.2221e-04, norm: 0.1956, dt: 596.12ms, tokens_sec: 879506.22hz
step 18530, loss: 3.073213, lr: 1.2220e-04, norm: 0.2105, dt: 598.02ms, tokens_sec: 876710.20hz
step 18531, loss: 3.049101, lr: 1.2220e-04, norm: 0.2302, dt: 596.70ms, tokens_sec: 878651.22hz
step 18532, loss: 3.051194, lr: 1.2219e-04, norm: 0.1939, dt: 594.23ms, tokens_sec: 882296.07hz
step 18533, loss: 3.095626, lr: 1.2218e-04, norm: 0.2148, dt: 593.84ms, tokens_sec: 882877.72hz
step 18534, loss: 3.009209, lr: 1.2217e-04, norm: 0.2361, dt: 597.76ms, tokens_sec: 877084.70hz
step 18535, loss: 3.085466, lr: 1.2216e-04, norm: 0.1921, dt: 596.70ms, tokens_sec: 878643.85hz
step 18536, loss: 3.024605, lr: 1.2216e-04, norm: 0.2265, dt: 597.73ms, tokens_sec: 877138.93hz
step 18537, loss: 3.047068, lr: 1.2215e-04, norm: 0.1994, dt: 600.98ms, tokens_sec: 872393.21hz
step 18538, loss: 3.040665, lr: 1.2214e-04, norm: 0.2186, dt: 595.29ms, tokens_sec: 880727.83hz
step 18539, loss: 3.011527, lr: 1.2213e-04, norm: 0.1945, dt: 598.98ms, tokens_sec: 875294.10hz
step 18540, loss: 3.040137, lr: 1.2212e-04, norm: 0.1925, dt: 594.50ms, tokens_sec: 881901.54hz
step 18541, loss: 3.066839, lr: 1.2212e-04, norm: 0.2006, dt: 596.95ms, tokens_sec: 878278.53hz
step 18542, loss: 2.980605, lr: 1.2211e-04, norm: 0.2104, dt: 597.31ms, tokens_sec: 877744.62hz
step 18543, loss: 3.035406, lr: 1.2210e-04, norm: 0.2001, dt: 597.34ms, tokens_sec: 877706.43hz
step 18544, loss: 2.981968, lr: 1.2209e-04, norm: 0.1894, dt: 593.81ms, tokens_sec: 882928.41hz
step 18545, loss: 3.013770, lr: 1.2208e-04, norm: 0.1797, dt: 593.63ms, tokens_sec: 883188.33hz
step 18546, loss: 3.007468, lr: 1.2208e-04, norm: 0.1829, dt: 595.63ms, tokens_sec: 880228.63hz
step 18547, loss: 3.049877, lr: 1.2207e-04, norm: 0.2052, dt: 594.97ms, tokens_sec: 881205.69hz
step 18548, loss: 2.974267, lr: 1.2206e-04, norm: 0.1900, dt: 596.94ms, tokens_sec: 878295.37hz
step 18549, loss: 2.992905, lr: 1.2205e-04, norm: 0.1725, dt: 596.33ms, tokens_sec: 879186.24hz
step 18550, loss: 2.970235, lr: 1.2205e-04, norm: 0.2092, dt: 594.21ms, tokens_sec: 882324.39hz
step 18551, loss: 2.968674, lr: 1.2204e-04, norm: 0.2149, dt: 597.22ms, tokens_sec: 877873.92hz
step 18552, loss: 2.950487, lr: 1.2203e-04, norm: 0.1723, dt: 596.96ms, tokens_sec: 878257.84hz
step 18553, loss: 3.012525, lr: 1.2202e-04, norm: 0.2028, dt: 596.89ms, tokens_sec: 878363.43hz
step 18554, loss: 2.953356, lr: 1.2201e-04, norm: 0.1922, dt: 597.56ms, tokens_sec: 877387.06hz
step 18555, loss: 2.943097, lr: 1.2201e-04, norm: 0.1779, dt: 595.59ms, tokens_sec: 880277.96hz
step 18556, loss: 2.970348, lr: 1.2200e-04, norm: 0.1861, dt: 595.54ms, tokens_sec: 880354.08hz
step 18557, loss: 2.956660, lr: 1.2199e-04, norm: 0.1838, dt: 595.41ms, tokens_sec: 880554.31hz
step 18558, loss: 2.910081, lr: 1.2198e-04, norm: 0.1857, dt: 594.55ms, tokens_sec: 881828.34hz
step 18559, loss: 2.930959, lr: 1.2198e-04, norm: 0.1884, dt: 596.27ms, tokens_sec: 879272.72hz
step 18560, loss: 2.918660, lr: 1.2197e-04, norm: 0.1800, dt: 594.86ms, tokens_sec: 881358.98hz
step 18561, loss: 3.069389, lr: 1.2196e-04, norm: 0.1968, dt: 597.05ms, tokens_sec: 878132.99hz
step 18562, loss: 3.021543, lr: 1.2195e-04, norm: 0.2113, dt: 593.92ms, tokens_sec: 882756.15hz
step 18563, loss: 3.030439, lr: 1.2194e-04, norm: 0.2008, dt: 593.59ms, tokens_sec: 883246.51hz
step 18564, loss: 3.052334, lr: 1.2194e-04, norm: 0.1861, dt: 595.15ms, tokens_sec: 880937.40hz
step 18565, loss: 2.998697, lr: 1.2193e-04, norm: 0.2008, dt: 594.39ms, tokens_sec: 882063.20hz
step 18566, loss: 2.986436, lr: 1.2192e-04, norm: 0.2031, dt: 596.81ms, tokens_sec: 878490.46hz
step 18567, loss: 3.038051, lr: 1.2191e-04, norm: 0.1941, dt: 597.01ms, tokens_sec: 878189.09hz
step 18568, loss: 3.032173, lr: 1.2191e-04, norm: 0.1976, dt: 595.64ms, tokens_sec: 880202.21hz
step 18569, loss: 3.125849, lr: 1.2190e-04, norm: 0.2200, dt: 592.97ms, tokens_sec: 884174.12hz
step 18570, loss: 3.086701, lr: 1.2189e-04, norm: 0.1968, dt: 596.62ms, tokens_sec: 878758.66hz
step 18571, loss: 3.026143, lr: 1.2188e-04, norm: 0.1798, dt: 597.90ms, tokens_sec: 876877.30hz
step 18572, loss: 3.029433, lr: 1.2188e-04, norm: 0.2081, dt: 594.58ms, tokens_sec: 881778.12hz
step 18573, loss: 3.040664, lr: 1.2187e-04, norm: 0.1928, dt: 596.59ms, tokens_sec: 878808.18hz
step 18574, loss: 3.069018, lr: 1.2186e-04, norm: 0.1768, dt: 594.67ms, tokens_sec: 881645.20hz
step 18575, loss: 3.000430, lr: 1.2185e-04, norm: 0.1853, dt: 596.05ms, tokens_sec: 879610.01hz
step 18576, loss: 3.069970, lr: 1.2185e-04, norm: 0.2174, dt: 597.07ms, tokens_sec: 878094.06hz
step 18577, loss: 3.034173, lr: 1.2184e-04, norm: 0.1850, dt: 598.51ms, tokens_sec: 875992.50hz
step 18578, loss: 2.999232, lr: 1.2183e-04, norm: 0.1885, dt: 597.52ms, tokens_sec: 877433.97hz
step 18579, loss: 3.103267, lr: 1.2182e-04, norm: 0.2105, dt: 596.65ms, tokens_sec: 878719.69hz
step 18580, loss: 3.061592, lr: 1.2182e-04, norm: 0.2036, dt: 593.95ms, tokens_sec: 882718.24hz
step 18581, loss: 3.047706, lr: 1.2181e-04, norm: 0.2145, dt: 595.91ms, tokens_sec: 879805.67hz
step 18582, loss: 3.060458, lr: 1.2180e-04, norm: 0.1845, dt: 595.61ms, tokens_sec: 880260.34hz
step 18583, loss: 3.001015, lr: 1.2180e-04, norm: 0.1721, dt: 596.12ms, tokens_sec: 879503.76hz
step 18584, loss: 2.979793, lr: 1.2179e-04, norm: 0.1846, dt: 596.89ms, tokens_sec: 878365.54hz
step 18585, loss: 3.002653, lr: 1.2178e-04, norm: 0.1906, dt: 596.06ms, tokens_sec: 879582.91hz
step 18586, loss: 2.957541, lr: 1.2177e-04, norm: 0.1859, dt: 592.64ms, tokens_sec: 884663.92hz
step 18587, loss: 3.039364, lr: 1.2177e-04, norm: 0.1867, dt: 595.94ms, tokens_sec: 879768.36hz
step 18588, loss: 2.947608, lr: 1.2176e-04, norm: 0.1923, dt: 598.51ms, tokens_sec: 875990.06hz
step 18589, loss: 2.981939, lr: 1.2175e-04, norm: 0.1865, dt: 595.09ms, tokens_sec: 881029.17hz
step 18590, loss: 2.930213, lr: 1.2174e-04, norm: 0.2070, dt: 594.37ms, tokens_sec: 882097.52hz
step 18591, loss: 2.984688, lr: 1.2174e-04, norm: 0.1790, dt: 598.54ms, tokens_sec: 875940.86hz
step 18592, loss: 2.953233, lr: 1.2173e-04, norm: 0.2065, dt: 596.08ms, tokens_sec: 879566.73hz
step 18593, loss: 2.976913, lr: 1.2172e-04, norm: 0.1967, dt: 594.12ms, tokens_sec: 882460.36hz
step 18594, loss: 2.980332, lr: 1.2172e-04, norm: 0.1761, dt: 596.48ms, tokens_sec: 878975.03hz
step 18595, loss: 2.976913, lr: 1.2171e-04, norm: 0.2178, dt: 595.78ms, tokens_sec: 879998.61hz
step 18596, loss: 2.998952, lr: 1.2170e-04, norm: 0.2016, dt: 596.68ms, tokens_sec: 878680.01hz
step 18597, loss: 3.044295, lr: 1.2169e-04, norm: 0.1958, dt: 593.31ms, tokens_sec: 883673.49hz
step 18598, loss: 3.199073, lr: 1.2169e-04, norm: 0.2731, dt: 594.47ms, tokens_sec: 881943.63hz
step 18599, loss: 3.091154, lr: 1.2168e-04, norm: 0.2001, dt: 593.07ms, tokens_sec: 884021.99hz
step 18600, loss: 3.038509, lr: 1.2167e-04, norm: 0.1935, dt: 596.62ms, tokens_sec: 878766.39hz
step 18601, loss: 3.051834, lr: 1.2167e-04, norm: 0.2073, dt: 596.01ms, tokens_sec: 879665.60hz
step 18602, loss: 3.048010, lr: 1.2166e-04, norm: 0.1955, dt: 594.13ms, tokens_sec: 882453.98hz
step 18603, loss: 3.011553, lr: 1.2165e-04, norm: 0.2019, dt: 596.95ms, tokens_sec: 878278.53hz
step 18604, loss: 3.010875, lr: 1.2164e-04, norm: 0.1773, dt: 596.36ms, tokens_sec: 879141.25hz
step 18605, loss: 3.044799, lr: 1.2164e-04, norm: 0.1807, dt: 596.65ms, tokens_sec: 878716.53hz
step 18606, loss: 3.125937, lr: 1.2163e-04, norm: 0.1913, dt: 597.72ms, tokens_sec: 877147.67hz
step 18607, loss: 3.049452, lr: 1.2162e-04, norm: 0.1996, dt: 596.09ms, tokens_sec: 879547.73hz
step 18608, loss: 3.002027, lr: 1.2162e-04, norm: 0.1918, dt: 593.64ms, tokens_sec: 883178.76hz
step 18609, loss: 3.041286, lr: 1.2161e-04, norm: 0.1967, dt: 594.81ms, tokens_sec: 881435.99hz
step 18610, loss: 3.052011, lr: 1.2160e-04, norm: 0.1825, dt: 592.56ms, tokens_sec: 884790.99hz
step 18611, loss: 2.992477, lr: 1.2160e-04, norm: 0.1906, dt: 595.93ms, tokens_sec: 879779.98hz
step 18612, loss: 3.030050, lr: 1.2159e-04, norm: 0.1906, dt: 598.52ms, tokens_sec: 875967.73hz
step 18613, loss: 2.964738, lr: 1.2158e-04, norm: 0.1807, dt: 596.13ms, tokens_sec: 879480.55hz
step 18614, loss: 3.050293, lr: 1.2158e-04, norm: 0.1878, dt: 594.13ms, tokens_sec: 882446.54hz
step 18615, loss: 3.035913, lr: 1.2157e-04, norm: 0.1920, dt: 593.62ms, tokens_sec: 883201.81hz
step 18616, loss: 3.048100, lr: 1.2156e-04, norm: 0.1882, dt: 593.68ms, tokens_sec: 883109.60hz
step 18617, loss: 3.033712, lr: 1.2155e-04, norm: 0.1847, dt: 595.21ms, tokens_sec: 880850.60hz
step 18618, loss: 3.020689, lr: 1.2155e-04, norm: 0.1762, dt: 593.01ms, tokens_sec: 884108.35hz
step 18619, loss: 2.908064, lr: 1.2154e-04, norm: 0.1928, dt: 598.05ms, tokens_sec: 876666.51hz
step 18620, loss: 2.944502, lr: 1.2153e-04, norm: 0.1810, dt: 599.15ms, tokens_sec: 875055.51hz
step 18621, loss: 2.927521, lr: 1.2153e-04, norm: 0.1795, dt: 597.02ms, tokens_sec: 878175.77hz
step 18622, loss: 2.933143, lr: 1.2152e-04, norm: 0.1825, dt: 597.72ms, tokens_sec: 877151.17hz
step 18623, loss: 2.942128, lr: 1.2151e-04, norm: 0.1832, dt: 592.87ms, tokens_sec: 884328.79hz
step 18624, loss: 2.895717, lr: 1.2151e-04, norm: 0.1932, dt: 599.19ms, tokens_sec: 874990.05hz
step 18625, loss: 2.977757, lr: 1.2150e-04, norm: 0.1816, dt: 594.92ms, tokens_sec: 881278.44hz
step 18626, loss: 2.967309, lr: 1.2149e-04, norm: 0.1907, dt: 597.08ms, tokens_sec: 878089.86hz
step 18627, loss: 2.953704, lr: 1.2149e-04, norm: 0.1802, dt: 592.92ms, tokens_sec: 884240.25hz
step 18628, loss: 2.870397, lr: 1.2148e-04, norm: 0.1780, dt: 594.53ms, tokens_sec: 881851.32hz
step 18629, loss: 2.890186, lr: 1.2147e-04, norm: 0.1907, dt: 597.45ms, tokens_sec: 877546.72hz
step 18630, loss: 2.982474, lr: 1.2147e-04, norm: 0.1852, dt: 594.91ms, tokens_sec: 881294.69hz
step 18631, loss: 3.043976, lr: 1.2146e-04, norm: 0.1994, dt: 595.41ms, tokens_sec: 880551.14hz
step 18632, loss: 3.002552, lr: 1.2145e-04, norm: 0.1790, dt: 594.50ms, tokens_sec: 881896.59hz
step 18633, loss: 2.992050, lr: 1.2145e-04, norm: 0.1831, dt: 596.01ms, tokens_sec: 879656.45hz
step 18634, loss: 3.003952, lr: 1.2144e-04, norm: 0.2003, dt: 593.76ms, tokens_sec: 882999.31hz
step 18635, loss: 2.998410, lr: 1.2143e-04, norm: 0.1853, dt: 595.47ms, tokens_sec: 880456.65hz
step 18636, loss: 3.041293, lr: 1.2143e-04, norm: 0.1801, dt: 599.42ms, tokens_sec: 874661.17hz
step 18637, loss: 2.991475, lr: 1.2142e-04, norm: 0.1917, dt: 598.91ms, tokens_sec: 875402.82hz
step 18638, loss: 3.054889, lr: 1.2142e-04, norm: 0.1709, dt: 594.62ms, tokens_sec: 881725.44hz
step 18639, loss: 3.074930, lr: 1.2141e-04, norm: 0.2009, dt: 594.42ms, tokens_sec: 882011.55hz
step 18640, loss: 3.065969, lr: 1.2140e-04, norm: 0.1847, dt: 595.93ms, tokens_sec: 879783.15hz
step 18641, loss: 2.973999, lr: 1.2140e-04, norm: 0.1871, dt: 600.10ms, tokens_sec: 873660.72hz
step 18642, loss: 3.033933, lr: 1.2139e-04, norm: 0.1892, dt: 596.74ms, tokens_sec: 878588.73hz
step 18643, loss: 3.014573, lr: 1.2138e-04, norm: 0.1723, dt: 597.43ms, tokens_sec: 877568.08hz
step 18644, loss: 3.028759, lr: 1.2138e-04, norm: 0.1862, dt: 597.72ms, tokens_sec: 877153.62hz
step 18645, loss: 3.016034, lr: 1.2137e-04, norm: 0.1694, dt: 595.35ms, tokens_sec: 880636.83hz
step 18646, loss: 2.993144, lr: 1.2136e-04, norm: 0.1776, dt: 593.58ms, tokens_sec: 883260.35hz
step 18647, loss: 3.006249, lr: 1.2136e-04, norm: 0.1707, dt: 597.22ms, tokens_sec: 877880.23hz
step 18648, loss: 3.030144, lr: 1.2135e-04, norm: 0.1816, dt: 599.15ms, tokens_sec: 875059.69hz
step 18649, loss: 3.003078, lr: 1.2134e-04, norm: 0.1793, dt: 595.92ms, tokens_sec: 879789.84hz
step 18650, loss: 3.044104, lr: 1.2134e-04, norm: 0.2029, dt: 594.87ms, tokens_sec: 881353.68hz
step 18651, loss: 2.989953, lr: 1.2133e-04, norm: 0.1820, dt: 595.93ms, tokens_sec: 879774.00hz
step 18652, loss: 3.082063, lr: 1.2133e-04, norm: 0.1951, dt: 594.89ms, tokens_sec: 881323.65hz
step 18653, loss: 2.986411, lr: 1.2132e-04, norm: 0.1882, dt: 596.98ms, tokens_sec: 878238.20hz
step 18654, loss: 2.916676, lr: 1.2131e-04, norm: 0.1772, dt: 596.47ms, tokens_sec: 878990.84hz
step 18655, loss: 2.990567, lr: 1.2131e-04, norm: 0.1894, dt: 594.23ms, tokens_sec: 882292.88hz
step 18656, loss: 2.953684, lr: 1.2130e-04, norm: 0.1876, dt: 594.01ms, tokens_sec: 882626.83hz
step 18657, loss: 2.856453, lr: 1.2129e-04, norm: 0.2266, dt: 597.55ms, tokens_sec: 877394.41hz
step 18658, loss: 2.923949, lr: 1.2129e-04, norm: 0.1847, dt: 594.63ms, tokens_sec: 881697.87hz
step 18659, loss: 2.959617, lr: 1.2128e-04, norm: 0.1897, dt: 594.03ms, tokens_sec: 882592.11hz
step 18660, loss: 2.961544, lr: 1.2128e-04, norm: 0.1825, dt: 595.72ms, tokens_sec: 880084.55hz
step 18661, loss: 2.980902, lr: 1.2127e-04, norm: 0.1845, dt: 598.09ms, tokens_sec: 876599.41hz
step 18662, loss: 2.962533, lr: 1.2126e-04, norm: 0.1831, dt: 597.31ms, tokens_sec: 877753.38hz
step 18663, loss: 2.958034, lr: 1.2126e-04, norm: 0.1934, dt: 595.61ms, tokens_sec: 880250.83hz
step 18664, loss: 3.004523, lr: 1.2125e-04, norm: 0.2043, dt: 596.59ms, tokens_sec: 878813.10hz
step 18665, loss: 3.088197, lr: 1.2124e-04, norm: 0.2056, dt: 596.05ms, tokens_sec: 879599.45hz
step 18666, loss: 2.950589, lr: 1.2124e-04, norm: 0.2087, dt: 597.74ms, tokens_sec: 877113.74hz
step 18667, loss: 3.051680, lr: 1.2123e-04, norm: 0.1922, dt: 592.85ms, tokens_sec: 884344.79hz
step 18668, loss: 2.932199, lr: 1.2123e-04, norm: 0.2161, dt: 596.71ms, tokens_sec: 878628.40hz
step 18669, loss: 2.997936, lr: 1.2122e-04, norm: 0.1970, dt: 598.20ms, tokens_sec: 876437.30hz
step 18670, loss: 3.070944, lr: 1.2121e-04, norm: 0.2151, dt: 592.61ms, tokens_sec: 884712.68hz
step 18671, loss: 3.031863, lr: 1.2121e-04, norm: 0.2256, dt: 593.15ms, tokens_sec: 883908.99hz
step 18672, loss: 3.041042, lr: 1.2120e-04, norm: 0.2004, dt: 595.29ms, tokens_sec: 880722.89hz
step 18673, loss: 3.015266, lr: 1.2120e-04, norm: 0.1910, dt: 593.78ms, tokens_sec: 882966.69hz
step 18674, loss: 3.042790, lr: 1.2119e-04, norm: 0.2011, dt: 595.02ms, tokens_sec: 881123.42hz
step 18675, loss: 3.053324, lr: 1.2118e-04, norm: 0.2042, dt: 595.62ms, tokens_sec: 880238.85hz
step 18676, loss: 2.953316, lr: 1.2118e-04, norm: 0.1877, dt: 595.25ms, tokens_sec: 880790.27hz
step 18677, loss: 3.007819, lr: 1.2117e-04, norm: 0.1857, dt: 599.76ms, tokens_sec: 874167.09hz
step 18678, loss: 2.984148, lr: 1.2117e-04, norm: 0.1811, dt: 596.21ms, tokens_sec: 879363.08hz
step 18679, loss: 3.021416, lr: 1.2116e-04, norm: 0.2261, dt: 595.38ms, tokens_sec: 880599.45hz
step 18680, loss: 3.029057, lr: 1.2116e-04, norm: 0.1787, dt: 593.85ms, tokens_sec: 882865.66hz
step 18681, loss: 3.026463, lr: 1.2115e-04, norm: 0.1868, dt: 597.75ms, tokens_sec: 877101.84hz
step 18682, loss: 3.034462, lr: 1.2114e-04, norm: 0.1919, dt: 596.71ms, tokens_sec: 878637.53hz
step 18683, loss: 3.004186, lr: 1.2114e-04, norm: 0.1844, dt: 596.98ms, tokens_sec: 878237.85hz
step 18684, loss: 3.027673, lr: 1.2113e-04, norm: 0.2448, dt: 595.11ms, tokens_sec: 880989.64hz
step 18685, loss: 3.115109, lr: 1.2113e-04, norm: 0.2291, dt: 595.21ms, tokens_sec: 880840.72hz
step 18686, loss: 3.011455, lr: 1.2112e-04, norm: 0.2077, dt: 593.59ms, tokens_sec: 883251.83hz
step 18687, loss: 3.053236, lr: 1.2111e-04, norm: 0.2167, dt: 598.41ms, tokens_sec: 876133.16hz
step 18688, loss: 3.051320, lr: 1.2111e-04, norm: 0.1930, dt: 594.36ms, tokens_sec: 882106.37hz
step 18689, loss: 2.986948, lr: 1.2110e-04, norm: 0.1946, dt: 594.83ms, tokens_sec: 881413.73hz
step 18690, loss: 2.929162, lr: 1.2110e-04, norm: 0.2132, dt: 592.62ms, tokens_sec: 884695.24hz
step 18691, loss: 2.935322, lr: 1.2109e-04, norm: 0.1843, dt: 594.73ms, tokens_sec: 881556.48hz
step 18692, loss: 2.906853, lr: 1.2109e-04, norm: 0.1942, dt: 594.27ms, tokens_sec: 882234.83hz
step 18693, loss: 2.931201, lr: 1.2108e-04, norm: 0.1965, dt: 596.15ms, tokens_sec: 879459.44hz
step 18694, loss: 3.003384, lr: 1.2107e-04, norm: 0.1946, dt: 594.92ms, tokens_sec: 881274.21hz
step 18695, loss: 2.925960, lr: 1.2107e-04, norm: 0.1878, dt: 595.78ms, tokens_sec: 880009.53hz
step 18696, loss: 2.967453, lr: 1.2106e-04, norm: 0.1812, dt: 599.59ms, tokens_sec: 874410.41hz
step 18697, loss: 2.932601, lr: 1.2106e-04, norm: 0.1857, dt: 596.98ms, tokens_sec: 878229.78hz
step 18698, loss: 2.951610, lr: 1.2105e-04, norm: 0.1908, dt: 599.54ms, tokens_sec: 874485.86hz
step 18699, loss: 2.966867, lr: 1.2105e-04, norm: 0.1976, dt: 593.90ms, tokens_sec: 882788.75hz
step 18700, loss: 2.939421, lr: 1.2104e-04, norm: 0.1866, dt: 594.08ms, tokens_sec: 882521.27hz
step 18701, loss: 3.091680, lr: 1.2103e-04, norm: 0.2211, dt: 597.78ms, tokens_sec: 877061.96hz
step 18702, loss: 3.084543, lr: 1.2103e-04, norm: 0.1849, dt: 599.92ms, tokens_sec: 873936.41hz
step 18703, loss: 3.069458, lr: 1.2102e-04, norm: 0.2065, dt: 594.58ms, tokens_sec: 881774.94hz
step 18704, loss: 2.984465, lr: 1.2102e-04, norm: 0.2134, dt: 594.55ms, tokens_sec: 881817.73hz
step 18705, loss: 3.028748, lr: 1.2101e-04, norm: 0.1927, dt: 597.58ms, tokens_sec: 877352.75hz
step 18706, loss: 3.084457, lr: 1.2101e-04, norm: 0.1853, dt: 595.08ms, tokens_sec: 881034.82hz
step 18707, loss: 3.020526, lr: 1.2100e-04, norm: 0.1916, dt: 599.16ms, tokens_sec: 875043.33hz
step 18708, loss: 3.010387, lr: 1.2100e-04, norm: 0.1898, dt: 596.18ms, tokens_sec: 879416.53hz
step 18709, loss: 3.021655, lr: 1.2099e-04, norm: 0.1920, dt: 595.75ms, tokens_sec: 880045.10hz
step 18710, loss: 3.020864, lr: 1.2099e-04, norm: 0.1963, dt: 594.02ms, tokens_sec: 882608.05hz
step 18711, loss: 3.068334, lr: 1.2098e-04, norm: 0.2196, dt: 592.91ms, tokens_sec: 884264.42hz
step 18712, loss: 3.023971, lr: 1.2097e-04, norm: 0.1894, dt: 596.51ms, tokens_sec: 878919.88hz
step 18713, loss: 3.024297, lr: 1.2097e-04, norm: 0.1973, dt: 596.63ms, tokens_sec: 878744.27hz
step 18714, loss: 2.948247, lr: 1.2096e-04, norm: 0.2147, dt: 597.77ms, tokens_sec: 877078.05hz
step 18715, loss: 3.012156, lr: 1.2096e-04, norm: 0.1842, dt: 594.74ms, tokens_sec: 881544.82hz
step 18716, loss: 3.003371, lr: 1.2095e-04, norm: 0.1938, dt: 595.48ms, tokens_sec: 880443.96hz
step 18717, loss: 2.965765, lr: 1.2095e-04, norm: 0.1883, dt: 596.63ms, tokens_sec: 878742.51hz
step 18718, loss: 3.010614, lr: 1.2094e-04, norm: 0.1952, dt: 595.36ms, tokens_sec: 880628.01hz
step 18719, loss: 3.184433, lr: 1.2094e-04, norm: 0.2498, dt: 597.82ms, tokens_sec: 876996.20hz
step 18720, loss: 3.066246, lr: 1.2093e-04, norm: 0.2092, dt: 594.95ms, tokens_sec: 881235.36hz
step 18721, loss: 3.031005, lr: 1.2093e-04, norm: 0.1954, dt: 592.62ms, tokens_sec: 884694.53hz
step 18722, loss: 3.014768, lr: 1.2092e-04, norm: 0.1934, dt: 599.34ms, tokens_sec: 874780.51hz
step 18723, loss: 3.048407, lr: 1.2092e-04, norm: 0.1927, dt: 595.48ms, tokens_sec: 880445.73hz
step 18724, loss: 3.080960, lr: 1.2091e-04, norm: 0.2058, dt: 597.56ms, tokens_sec: 877381.11hz
step 18725, loss: 2.929163, lr: 1.2091e-04, norm: 0.1876, dt: 595.42ms, tokens_sec: 880535.98hz
step 18726, loss: 2.950834, lr: 1.2090e-04, norm: 0.2207, dt: 597.30ms, tokens_sec: 877760.74hz
step 18727, loss: 2.945072, lr: 1.2090e-04, norm: 0.2010, dt: 594.51ms, tokens_sec: 881885.98hz
